Category,City,Country,Country Abbr,Current Year(Today),Customer,Customer ID,Customer Name,Order Date (DMY),Order Date (MDY),Order ID,Order ID1,Postal Code,Prior Year(Today),Product ID,Product Name,Purple Product,Region,Returned,Row ID,Segment,Sheet,Ship Date (DMY),Ship Date (MDY),Ship Date MDY - String,Ship Mode,Ship Mode (group),State,Sub-Category,Sub-Category (group),Table Name,Average Sales,Discount,Discount (copy),Number of Records,Order Count,Order Count Distinct,Profit,Profit %,Profit % - Row Level,Profit % Full,Profit %- Dynamic Aggregation,Quantity,Quantity Threshold,Sales,Test Set Calculation,Top Tier Color
Technology,Philadelphia,United States,,2022,MICK CREBAGGA,MC-18100,Mick Crebagga,10/30/2018,10/30/2018,,CA-2018-152807,19140,2021,TEC-AC-10001142,First Data FD10 PIN Pad,False,East,,1745,Consumer,Orders,3/11/2018,11/3/2018,2018-11-03,Standard Class,Basic,Pennsylvania,Accessories,Accessories,Orders,442.4,0.2,0.2,1,0,0,-55.300000000,-0.125,-0.125,-12.5,-0.125,7,7,442.4,0,All Other
Technology,Springfield,United States,,2022,HELEN ABELMAN,HA-14905,Helen Abelman,9/10/2018,9/10/2018,,CA-2018-123036,45503,2021,TEC-PH-10003580,Cisco IP Phone 7961G-GE VoIP phone,False,East,,6887,Consumer,Orders,17/9/2018,9/17/2018,2018-09-17,Standard Class,Basic,Ohio,Phones,Phones,Orders,259.896,0.4,0.4,1,0,0,-56.3108,-0.216666667,-0.216666667,-21.666666667,-0.216666667,2,2,259.896,0,All Other
Technology,Philadelphia,United States,,2022,EUGENE BARCHAS,EB-14110,Eugene Barchas,9/8/2018,9/8/2018,,CA-2018-149895,19134,2021,TEC-PH-10002200,Aastra 6757i CT Wireless VoIP phone,False,East,,3127,Consumer,Orders,12/9/2018,9/12/2018,2018-09-12,Standard Class,Basic,Pennsylvania,Phones,Phones,Orders,258.528,0.4,0.4,1,0,0,-47.3968,-0.183333333,-0.183333333,-18.333333333,-0.183333333,2,2,258.528,0,All Other
Technology,Philadelphia,United States,,2022,CHARLES MCCROSSIN,CM-12160,Charles McCrossin,10/21/2018,10/21/2018,,CA-2018-113453,19143,2021,TEC-PH-10004165,Mitel MiVoice 5330e IP Phone,False,East,,6196,Consumer,Orders,28/10/2018,10/28/2018,2018-10-28,Standard Class,Basic,Pennsylvania,Phones,Phones,Orders,329.988,0.4,0.4,1,0,0,-76.9972,-0.233333333,-0.233333333,-23.333333333,-0.233333333,2,2,329.988,0,All Other
Technology,Philadelphia,United States,,2022,CHRISTOPHER CONANT,CC-12370,Christopher Conant,5/23/2017,5/23/2017,,CA-2017-143714,19120,2021,TEC-PH-10004080,Avaya 5410 Digital phone,False,East,,6429,Consumer,Orders,27/5/2017,5/27/2017,2017-05-27,Standard Class,Basic,Pennsylvania,Phones,Phones,Orders,122.382,0.4,0.4,1,0,0,-24.4764,-0.2,-0.2,-20,-0.2,3,3,122.382,0,All Other
Technology,Philadelphia,United States,,2022,CAROL TRIGGS,CT-11995,Carol Triggs,11/26/2017,11/26/2017,,US-2017-126893,19134,2021,TEC-PH-10004165,Mitel MiVoice 5330e IP Phone,False,East,,2242,Consumer,Orders,1/12/2017,12/1/2017,2017-12-01,Standard Class,Basic,Pennsylvania,Phones,Phones,Orders,494.982,0.4,0.4,1,0,0,-115.4958,-0.233333333,-0.233333333,-23.333333333,-0.233333333,3,3,494.982,0,All Other
Technology,Philadelphia,United States,,2022,EMILY BURNS,EB-13870,Emily Burns,3/10/2018,3/10/2018,,CA-2018-130967,19140,2021,TEC-PH-10004896,Nokia Lumia 521 (T-Mobile),False,East,,4294,Consumer,Orders,16/3/2018,3/16/2018,2018-03-16,Standard Class,Basic,Pennsylvania,Phones,Phones,Orders,53.982,0.4,0.4,1,0,0,-10.7964,-0.2,-0.2,-20,-0.2,3,3,53.982,0,All Other
Technology,Philadelphia,United States,,2022,JUSTIN HIRSH,JH-16180,Justin Hirsh,4/5/2017,4/5/2017,,CA-2017-161907,19140,2021,TEC-PH-10000141,Clearsounds A400,False,East,,9316,Consumer,Orders,9/4/2017,4/9/2017,2017-04-09,Standard Class,Basic,Pennsylvania,Phones,Phones,Orders,118.782,0.4,0.4,1,0,0,-27.7158,-0.233333333,-0.233333333,-23.333333333,-0.233333333,3,3,118.782,0,All Other
Technology,Philadelphia,United States,,2022,CHRIS CORTES,CC-12220,Chris Cortes,6/26/2018,6/26/2018,,CA-2018-161410,19143,2021,TEC-PH-10001760,Bose SoundLink Bluetooth Speaker,False,East,,5385,Consumer,Orders,3/7/2018,7/3/2018,2018-07-03,Standard Class,Basic,Pennsylvania,Phones,Phones,Orders,358.2,0.4,0.4,1,0,0,41.79,0.116666667,0.116666667,11.666666667,0.116666667,3,3,358.2,0,All Other
Technology,Philadelphia,United States,,2022,CHRISTOPHER CONANT,CC-12370,Christopher Conant,5/23/2017,5/23/2017,,CA-2017-143714,19120,2021,TEC-CO-10004722,Canon imageCLASS 2200 Advanced Copier,False,East,,6426,Consumer,Orders,27/5/2017,5/27/2017,2017-05-27,Standard Class,Basic,Pennsylvania,Copiers,Copiers,Orders,8399.976,0.4,0.4,1,0,0,1119.9968,0.133333333,0.133333333,13.333333333,0.133333333,4,4,8399.976,0,All Other
Technology,Springfield,United States,,2022,TROY BLACKWELL,TB-21595,Troy Blackwell,3/29/2017,3/29/2017,,CA-2017-127236,45503,2021,TEC-PH-10000141,Clearsounds A400,False,East,,6383,Consumer,Orders,2/4/2017,4/2/2017,2017-04-02,Standard Class,Basic,Ohio,Phones,Phones,Orders,158.376,0.4,0.4,1,0,0,-36.9544,-0.233333333,-0.233333333,-23.333333333,-0.233333333,4,4,158.376,0,All Other
Technology,Philadelphia,United States,,2022,BRIAN DECHERNEY,BD-11620,Brian DeCherney,3/8/2017,3/8/2017,,CA-2017-111976,19120,2021,TEC-PH-10002890,AT&T 17929 Lendline Telephone,False,East,,6417,Consumer,Orders,12/3/2017,3/12/2017,2017-03-12,Standard Class,Basic,Pennsylvania,Phones,Phones,Orders,108.576,0.4,0.4,1,0,0,-25.3344,-0.233333333,-0.233333333,-23.333333333,-0.233333333,4,4,108.576,0,All Other
Technology,Philadelphia,United States,,2022,GREG MATTHIAS,GM-14680,Greg Matthias,7/31/2018,7/31/2018,,CA-2018-126144,19134,2021,TEC-PH-10001079,Polycom SoundPoint Pro SE-225 Corded phone,False,East,,9439,Consumer,Orders,5/8/2018,8/5/2018,2018-08-05,Standard Class,Basic,Pennsylvania,Phones,Phones,Orders,285.576,0.4,0.4,1,0,0,-57.1152,-0.2,-0.2,-20,-0.2,4,4,285.576,0,All Other
Technology,Philadelphia,United States,,2022,SETH VERNON,SV-20365,Seth Vernon,7/18/2018,7/18/2018,,US-2018-165358,19134,2021,TEC-CO-10001943,Canon PC-428 Personal Copier,False,East,,7043,Consumer,Orders,23/7/2018,7/23/2018,2018-07-23,Standard Class,Basic,Pennsylvania,Copiers,Copiers,Orders,599.97,0.4,0.4,1,0,0,69.9965,0.116666667,0.116666667,11.666666667,0.116666667,5,5,599.97,599.97,All Other
Technology,Philadelphia,United States,,2022,EMILY PHAN,EP-13915,Emily Phan,11/7/2018,11/7/2018,,CA-2018-149888,19120,2021,TEC-PH-10003811,Jabra Supreme Plus Driver Edition Headset,False,East,,2726,Consumer,Orders,13/11/2018,11/13/2018,2018-11-13,Standard Class,Basic,Pennsylvania,Phones,Phones,Orders,359.97,0.4,0.4,1,0,0,-71.994,-0.2,-0.2,-20,-0.2,5,5,359.97,0,All Other
Technology,Philadelphia,United States,,2022,JAMIE FRAZER,JF-15190,Jamie Frazer,10/26/2018,10/26/2018,,US-2018-110646,19134,2021,TEC-PH-10002807,Motorla HX550 Universal Bluetooth Headset,False,East,,8809,Consumer,Orders,31/10/2018,10/31/2018,2018-10-31,Standard Class,Basic,Pennsylvania,Phones,Phones,Orders,118.65,0.4,0.4,1,0,0,19.775,0.166666667,0.166666667,16.666666667,0.166666667,5,5,118.65,0,All Other
Technology,Columbus,United States,,2022,LIZ THOMPSON,LT-17110,Liz Thompson,11/26/2018,11/26/2018,,CA-2018-122700,43229,2021,TEC-PH-10003092,Motorola L804,False,East,,1431,Consumer,Orders,30/11/2018,11/30/2018,2018-11-30,Standard Class,Basic,Ohio,Phones,Phones,Orders,220.752,0.4,0.4,1,0,0,-40.4712,-0.183333333,-0.183333333,-18.333333333,-0.183333333,8,8,220.752,0,All Other
Technology,Columbus,United States,,2022,SUSAN VITTORINI,SV-20935,Susan Vittorini,10/21/2017,10/21/2017,,CA-2017-133669,43229,2021,TEC-PH-10001305,Panasonic KX TS208W Corded phone,False,East,,6204,Consumer,Orders,27/10/2017,10/27/2017,2017-10-27,Standard Class,Basic,Ohio,Phones,Phones,Orders,235.152,0.4,0.4,1,0,0,-47.0304,-0.2,-0.2,-20,-0.2,8,8,235.152,0,All Other
Technology,Columbus,United States,,2022,JOHN LEE,JL-15835,John Lee,7/14/2018,7/14/2018,,US-2018-161935,43229,2021,TEC-PH-10000560,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),False,East,,7510,Consumer,Orders,18/7/2018,7/18/2018,2018-07-18,Standard Class,Basic,Ohio,Phones,Phones,Orders,1889.946,0.4,0.4,1,0,0,-377.9892,-0.2,-0.2,-20,-0.2,9,9,1889.946,0,All Other
Technology,Philadelphia,United States,,2022,CHRIS CORTES,CC-12220,Chris Cortes,6/26/2018,6/26/2018,,CA-2018-161410,19143,2021,TEC-PH-10000673,Plantronics Voyager Pro HD - Bluetooth Headset,False,East,,5386,Consumer,Orders,3/7/2018,7/3/2018,2018-07-03,Standard Class,Basic,Pennsylvania,Phones,Phones,Orders,545.916,0.4,0.4,1,0,0,72.7888,0.133333333,0.133333333,13.333333333,0.133333333,14,14,545.916,0,All Other
Technology,Lancaster,United States,,2022,CINDY STEWART,CS-12505,Cindy Stewart,11/25/2017,11/25/2017,,CA-2017-108196,43130,2021,TEC-MA-10000418,Cubify CubeX 3D Printer Double Head Print,False,East,,7773,Consumer,Orders,2/12/2017,12/2/2017,2017-12-02,Standard Class,Basic,Ohio,Machines,Machines,Orders,4499.985,0.7,0.7,1,0,0,-6599.978,-1.466666667,-1.466666667,-146.666666667,-1.466666667,5,5,4499.985,0,All Other
Technology,Columbus,United States,,2022,CHLORIS KASTENSMIDT,CK-12205,Chloris Kastensmidt,11/21/2017,11/21/2017,,CA-2017-140018,43229,2021,TEC-MA-10000752,Texas Instrument TI-15 Fraction Calculator,False,East,,4824,Consumer,Orders,26/11/2017,11/26/2017,2017-11-26,Standard Class,Basic,Ohio,Machines,Machines,Orders,30.345,0.7,0.7,1,0,0,-24.276,-0.8,-0.8,-80,-0.8,7,7,30.345,0,All Other
Technology,Jonesboro,United States,,2022,EMILY PHAN,EP-13915,Emily Phan,11/25/2017,11/25/2017,,US-2017-119298,72401,2021,TEC-PH-10002564,OtterBox Defender Series Case - Samsung Galaxy S4,False,South,,6978,Consumer,Orders,28/11/2017,11/28/2017,2017-11-28,First Class,First Class,Arkansas,Phones,Phones,Orders,59.98,0,0,1,0,0,17.994,0.3,0.3,30,0.3,2,2,59.98,0,All Other
Technology,Little Rock,United States,,2022,CLYTIE KELTY,CK-12595,Clytie Kelty,6/6/2017,6/6/2017,,US-2017-167472,72209,2021,TEC-AC-10003038,Kingston Digital DataTraveler 16GB USB 2.0,False,South,,5533,Consumer,Orders,7/6/2017,6/7/2017,2017-06-07,First Class,First Class,Arkansas,Accessories,Accessories,Orders,26.85,0,0,1,0,0,5.1015,0.19,0.19,19,0.19,3,3,26.85,0,All Other
Technology,Little Rock,United States,,2022,CLYTIE KELTY,CK-12595,Clytie Kelty,6/6/2017,6/6/2017,,US-2017-167472,72209,2021,TEC-AC-10003174,Plantronics S12 Corded Telephone Headset System,False,South,,5534,Consumer,Orders,7/6/2017,6/7/2017,2017-06-07,First Class,First Class,Arkansas,Accessories,Accessories,Orders,323.37,0,0,1,0,0,129.348,0.4,0.4,40,0.4,3,3,323.37,0,All Other
Technology,Bowling Green,United States,,2022,BRIAN DERR,BD-11635,Brian Derr,12/21/2018,12/21/2018,,CA-2018-109589,42104,2021,TEC-AC-10003116,Memorex Froggy Flash Drive 8 GB,False,South,,2566,Consumer,Orders,24/12/2018,12/24/2018,2018-12-24,First Class,First Class,Kentucky,Accessories,Accessories,Orders,71,0,0,1,0,0,27.69,0.39,0.39,39,0.39,4,4,71,0,All Other
Technology,Fayetteville,United States,,2022,JOEL EATON,JE-15745,Joel Eaton,9/22/2018,9/22/2018,,CA-2018-161053,72701,2021,TEC-AC-10004633,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",False,South,,3850,Consumer,Orders,23/9/2018,9/23/2018,2018-09-23,First Class,First Class,Arkansas,Accessories,Accessories,Orders,34.95,0,0,1,0,0,15.378,0.44,0.44,44,0.44,5,5,34.95,0,All Other
Technology,Little Rock,United States,,2022,CLYTIE KELTY,CK-12595,Clytie Kelty,6/6/2017,6/6/2017,,US-2017-167472,72209,2021,TEC-AC-10001109,Logitech Trackman Marble Mouse,False,South,,5532,Consumer,Orders,7/6/2017,6/7/2017,2017-06-07,First Class,First Class,Arkansas,Accessories,Accessories,Orders,179.94,0,0,1,0,0,75.5748,0.42,0.42,42,0.42,6,6,179.94,0,All Other
Technology,Boca Raton,United States,,2022,VIVIAN MATHIS,VM-21835,Vivian Mathis,6/14/2017,6/14/2017,,CA-2017-133872,33433,2021,TEC-AC-10000521,"Verbatim Slim CD and DVD Storage Cases, 50/Pack",False,South,,7993,Consumer,Orders,17/6/2017,6/17/2017,2017-06-17,First Class,First Class,Florida,Accessories,Accessories,Orders,18.464,0.2,0.2,1,0,0,2.308,0.125,0.125,12.5,0.125,2,2,18.464,0,All Other
Technology,Fayetteville,United States,,2022,HELEN ANDREADA,HA-14920,Helen Andreada,8/9/2017,8/9/2017,,US-2017-113649,28314,2021,TEC-PH-10002350,Apple EarPods with Remote and Mic,False,South,,3518,Consumer,Orders,12/8/2017,8/12/2017,2017-08-12,First Class,First Class,North Carolina,Phones,Phones,Orders,44.784,0.2,0.2,1,0,0,4.4784,0.1,0.1,10,0.1,2,2,44.784,0,All Other
Technology,Jacksonville,United States,,2022,DEAN BRADEN,DB-13210,Dean Braden,3/26/2017,3/26/2017,,US-2017-162677,28540,2021,TEC-AC-10001314,Case Logic 2.4GHz Wireless Keyboard,False,South,,3160,Consumer,Orders,27/3/2017,3/27/2017,2017-03-27,First Class,First Class,North Carolina,Accessories,Accessories,Orders,119.976,0.2,0.2,1,0,0,-17.9964,-0.15,-0.15,-15,-0.15,3,3,119.976,0,All Other
Technology,Charlotte,United States,,2022,LARRY HUGHES,LH-16750,Larry Hughes,8/1/2018,8/1/2018,,CA-2018-133235,28205,2021,TEC-PH-10002660,Nortel Networks T7316 E Nt8 B27,False,South,,1206,Consumer,Orders,4/8/2018,8/4/2018,2018-08-04,First Class,First Class,North Carolina,Phones,Phones,Orders,271.96,0.2,0.2,1,0,0,16.9975,0.062500000,0.062500000,6.250000000,0.062500000,5,5,271.96,0,All Other
Technology,Jacksonville,United States,,2022,ROB BEEGHLY,RB-19570,Rob Beeghly,1/14/2018,1/14/2018,,CA-2018-138779,28540,2021,TEC-PH-10003655,Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4,False,South,,1184,Consumer,Orders,15/1/2018,1/15/2018,2018-01-15,First Class,First Class,North Carolina,Phones,Phones,Orders,7.92,0.2,0.2,1,0,0,0.693,0.0875,0.0875,8.75,0.0875,5,5,7.92,0,All Other
Technology,Hialeah,United States,,2022,JENNIFER HALLADAY,JH-15430,Jennifer Halladay,12/25/2018,12/25/2018,,CA-2018-105620,33012,2021,TEC-MA-10004626,Lexmark 20R1285 X6650 Wireless All-in-One Printer,False,South,,8958,Consumer,Orders,28/12/2018,12/28/2018,2018-12-28,First Class,First Class,Florida,Machines,Machines,Orders,120,0.5,0.5,1,0,0,-7.2,-0.06,-0.06,-6,-0.06,2,2,120,0,All Other
Technology,Tallahassee,United States,,2022,TOBY CARLISLE,TC-21295,Toby Carlisle,6/9/2017,6/9/2017,,CA-2017-147368,32303,2021,TEC-MA-10002178,Cisco CP-7937G Unified IP Conference Station Phone,False,South,,2839,Consumer,Orders,12/6/2017,6/12/2017,2017-06-12,First Class,First Class,Florida,Machines,Machines,Orders,695.7,0.5,0.5,1,0,0,-27.828,-0.04,-0.04,-4,-0.04,2,2,695.7,0,All Other
Technology,Huntsville,United States,,2022,ROB HABERLIN,RH-19600,Rob Haberlin,7/14/2017,7/14/2017,,CA-2017-101378,35810,2021,TEC-AC-10002345,HP Standard 104 key PS/2 Keyboard,False,South,,2187,Consumer,Orders,14/7/2017,7/14/2017,2017-07-14,Same Day,Same Day,Alabama,Accessories,Accessories,Orders,29,0,0,1,0,0,7.25,0.25,0.25,25,0.25,2,2,29,0,All Other
Technology,Kenner,United States,,2022,HUNTER GLANTZ,HG-15025,Hunter Glantz,8/13/2017,8/13/2017,,US-2017-156692,70065,2021,TEC-AC-10000158,Sony 64GB Class 10 Micro SDHC R40 Memory Card,False,South,,6022,Consumer,Orders,13/8/2017,8/13/2017,2017-08-13,Same Day,Same Day,Louisiana,Accessories,Accessories,Orders,71.98,0,0,1,0,0,15.1158,0.21,0.21,21,0.21,2,2,71.98,0,All Other
Technology,Springfield,United States,,2022,CHRISTINA ANDERSON,CA-12265,Christina Anderson,2/7/2017,2/7/2017,,CA-2017-106894,22153,2021,TEC-AC-10003063,Micro Innovations USB RF Wireless Keyboard with Mouse,False,South,,1729,Consumer,Orders,7/2/2017,2/7/2017,2017-02-07,Same Day,Same Day,Virginia,Accessories,Accessories,Orders,100,0,0,1,0,0,21,0.21,0.21,21,0.21,4,4,100,0,All Other
Technology,Hickory,United States,,2022,DEAN BRADEN,DB-13210,Dean Braden,11/30/2017,11/30/2017,,US-2017-134761,28601,2021,TEC-PH-10002890,AT&T 17929 Lendline Telephone,False,South,,3487,Consumer,Orders,30/11/2017,11/30/2017,2017-11-30,Same Day,Same Day,North Carolina,Phones,Phones,Orders,36.192,0.2,0.2,1,0,0,2.7144,0.075,0.075,7.5,0.075,1,1,36.192,0,All Other
Technology,Charlotte,United States,,2022,MICK BROWN,MB-18085,Mick Brown,5/6/2018,5/6/2018,,CA-2018-144498,28205,2021,TEC-PH-10004977,GE 30524EE4,False,South,,6636,Consumer,Orders,6/5/2018,5/6/2018,2018-05-06,Same Day,Same Day,North Carolina,Phones,Phones,Orders,627.168,0.2,0.2,1,0,0,70.556400000,0.1125,0.1125,11.25,0.1125,4,4,627.168,0,All Other
Technology,Jacksonville,United States,,2022,ZUSCHUSS DONATELLI,ZD-21925,Zuschuss Donatelli,7/8/2017,7/8/2017,,CA-2017-152471,32216,2021,TEC-PH-10002824,Jabra SPEAK 410 Multidevice Speakerphone,False,South,,3815,Consumer,Orders,8/7/2017,7/8/2017,2017-07-08,Same Day,Same Day,Florida,Phones,Phones,Orders,823.96,0.2,0.2,1,0,0,51.4975,0.0625,0.0625,6.25,0.0625,5,5,823.96,0,All Other
Technology,Asheville,United States,,2022,JOE KAMBEROVA,JK-15730,Joe Kamberova,5/20/2017,5/20/2017,,CA-2017-105256,28806,2021,TEC-PH-10001530,Cisco Unified IP Phone 7945G VoIP phone,False,South,,793,Consumer,Orders,20/5/2017,5/20/2017,2017-05-20,Same Day,Same Day,North Carolina,Phones,Phones,Orders,1363.96,0.2,0.2,1,0,0,85.2475,0.0625,0.0625,6.25,0.0625,5,5,1363.96,0,All Other
Technology,Raleigh,United States,,2022,MIKE VITTORINI,MV-18190,Mike Vittorini,12/1/2017,12/1/2017,,CA-2017-127698,27604,2021,TEC-PH-10003811,Jabra Supreme Plus Driver Edition Headset,False,South,,4683,Consumer,Orders,1/12/2017,12/1/2017,2017-12-01,Same Day,Same Day,North Carolina,Phones,Phones,Orders,863.928,0.2,0.2,1,0,0,86.3928,0.1,0.1,10,0.1,9,9,863.928,0,All Other
Technology,Florence,United States,,2022,JOEL EATON,JE-15745,Joel Eaton,6/16/2018,6/16/2018,,CA-2018-129462,41042,2021,TEC-PH-10002085,Clarity 53712,False,South,,833,Consumer,Orders,21/6/2018,6/21/2018,2018-06-21,Second Class,Basic,Kentucky,Phones,Phones,Orders,65.99,0,0,1,0,0,17.1574,0.26,0.26,26,0.26,1,1,65.99,0,All Other
Technology,Atlanta,United States,,2022,ALLEN ARMOLD,AA-10375,Allen Armold,11/14/2017,11/14/2017,,CA-2017-131065,30318,2021,TEC-AC-10004145,Logitech diNovo Edge Keyboard,False,South,,2264,Consumer,Orders,16/11/2017,11/16/2017,2017-11-16,Second Class,Basic,Georgia,Accessories,Accessories,Orders,499.98,0,0,1,0,0,114.9954,0.23,0.23,23,0.23,2,2,499.98,0,All Other
Technology,Richmond,United States,,2022,JOHN LEE,JL-15835,John Lee,12/9/2018,12/9/2018,,US-2018-167920,40475,2021,TEC-CO-10001046,Canon Imageclass D680 Copier / Fax,False,South,,7521,Consumer,Orders,12/12/2018,12/12/2018,2018-12-12,Second Class,Basic,Kentucky,Copiers,Copiers,Orders,1399.98,0,0,1,0,0,629.991,0.45,0.45,45,0.45,2,2,1399.98,0,All Other
Technology,Florence,United States,,2022,JOEL EATON,JE-15745,Joel Eaton,6/16/2018,6/16/2018,,CA-2018-129462,41042,2021,TEC-PH-10001557,Pyle PMP37LED,False,South,,832,Consumer,Orders,21/6/2018,6/21/2018,2018-06-21,Second Class,Basic,Kentucky,Phones,Phones,Orders,191.98,0,0,1,0,0,51.8346,0.27,0.27,27,0.27,2,2,191.98,0,All Other
Technology,Georgetown,United States,,2022,THEONE PIPPENGER,TP-21130,Theone Pippenger,12/5/2017,12/5/2017,,CA-2017-109722,40324,2021,TEC-PH-10000560,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),False,South,,5060,Consumer,Orders,7/12/2017,12/7/2017,2017-12-07,Second Class,Basic,Kentucky,Phones,Phones,Orders,699.98,0,0,1,0,0,195.9944,0.28,0.28,28,0.28,2,2,699.98,0,All Other
Technology,Lafayette,United States,,2022,LAUREN LEATHERBURY,LL-16840,Lauren Leatherbury,2/17/2018,2/17/2018,,US-2018-163195,70506,2021,TEC-PH-10003875,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,False,South,,4362,Consumer,Orders,21/2/2018,2/21/2018,2018-02-21,Second Class,Basic,Louisiana,Phones,Phones,Orders,29.16,0,0,1,0,0,8.4564,0.29,0.29,29,0.29,3,3,29.16,0,All Other
Technology,Pine Bluff,United States,,2022,DOUG O'CONNELL,DO-13645,Doug O'Connell,9/23/2018,9/23/2018,,CA-2018-102309,71603,2021,TEC-AC-10001114,Microsoft Wireless Mobile Mouse 4000,False,South,,9253,Consumer,Orders,25/9/2018,9/25/2018,2018-09-25,Second Class,Basic,Arkansas,Accessories,Accessories,Orders,199.95,0,0,1,0,0,63.984,0.32,0.32,32,0.32,5,5,199.95,0,All Other
Technology,Richmond,United States,,2022,JOHN LEE,JL-15835,John Lee,12/9/2018,12/9/2018,,US-2018-167920,40475,2021,TEC-AC-10001013,Logitech ClearChat Comfort/USB Headset H390,False,South,,7518,Consumer,Orders,12/12/2018,12/12/2018,2018-12-12,Second Class,Basic,Kentucky,Accessories,Accessories,Orders,146.45,0,0,1,0,0,48.3285,0.33,0.33,33,0.33,5,5,146.45,0,All Other
Technology,Arlington,United States,,2022,SANJIT ENGLE,SE-20110,Sanjit Engle,2/2/2017,2/2/2017,,CA-2017-158841,22204,2021,TEC-MA-10001127,"HP Designjet T520 Inkjet Large Format Printer - 24"" Color",False,South,,8489,Consumer,Orders,4/2/2017,2/4/2017,2017-02-04,Second Class,Basic,Virginia,Machines,Machines,Orders,8749.95,0,0,1,0,0,2799.984,0.32,0.32,32,0.32,5,5,8749.95,0,All Other
Technology,Richmond,United States,,2022,LENA CACIOPPO,LC-16870,Lena Cacioppo,3/27/2018,3/27/2018,,CA-2018-113705,23223,2021,TEC-PH-10004006,Panasonic KX - TS880B Telephone,False,South,,9758,Consumer,Orders,29/3/2018,3/29/2018,2018-03-29,Second Class,Basic,Virginia,Phones,Phones,Orders,206.1,0,0,1,0,0,55.647,0.27,0.27,27,0.27,5,5,206.1,0,All Other
Technology,Jacksonville,United States,,2022,NATALIE DECHERNEY,ND-18370,Natalie DeCherney,12/3/2018,12/3/2018,,CA-2018-128699,32216,2021,TEC-AC-10001990,Kensington Orbit Wireless Mobile Trackball for PC and Mac,False,South,,3465,Consumer,Orders,5/12/2018,12/5/2018,2018-12-05,Second Class,Basic,Florida,Accessories,Accessories,Orders,47.992,0.2,0.2,1,0,0,7.198800000,0.15,0.15,15,0.15,1,1,47.992,0,All Other
Technology,Jacksonville,United States,,2022,FRED MCMATH,FM-14380,Fred McMath,8/7/2018,8/7/2018,,CA-2018-163321,28540,2021,TEC-AC-10004571,Logitech G700s Rechargeable Gaming Mouse,False,South,,2746,Consumer,Orders,11/8/2018,8/11/2018,2018-08-11,Second Class,Basic,North Carolina,Accessories,Accessories,Orders,79.992,0.2,0.2,1,0,0,21.9978,0.275,0.275,27.5,0.275,1,1,79.992,0,All Other
Technology,Johnson City,United States,,2022,DARRIN MARTIN,DM-13015,Darrin Martin,9/5/2017,9/5/2017,,CA-2017-136231,37604,2021,TEC-PH-10002660,Nortel Networks T7316 E Nt8 B27,False,South,,3876,Consumer,Orders,7/9/2017,9/7/2017,2017-09-07,Second Class,Basic,Tennessee,Phones,Phones,Orders,108.784,0.2,0.2,1,0,0,6.799000000,0.062500000,0.062500000,6.250000000,0.062500000,2,2,108.784,108.784,All Other
Technology,Jacksonville,United States,,2022,ANNA GAYMAN,AG-10675,Anna Gayman,7/29/2018,7/29/2018,,CA-2018-101483,28540,2021,TEC-PH-10003442,Samsung Replacement EH64AVFWE Premium Headset,False,South,,1736,Consumer,Orders,1/8/2018,8/1/2018,2018-08-01,Second Class,Basic,North Carolina,Phones,Phones,Orders,22,0.2,0.2,1,0,0,1.375,0.0625,0.0625,6.25,0.0625,5,5,22,0,All Other
Technology,Tallahassee,United States,,2022,PATRICK O'BRILL,PO-18850,Patrick O'Brill,8/23/2018,8/23/2018,,CA-2018-129021,32303,2021,TEC-PH-10001459,Samsung Galaxy Mega 6.3,False,South,,4298,Consumer,Orders,26/8/2018,8/26/2018,2018-08-26,Second Class,Basic,Florida,Phones,Phones,Orders,4367.896,0.2,0.2,1,0,0,327.5922,0.075,0.075,7.5,0.075,13,13,4367.896,0,All Other
